,bias,message,label,text,Name,Last Name,Party,Party_Bias,Party_Message
1151,partisan,policy,From: Michael McCaul (Representative from Texas),"Chairman McCaul: In my judgment it has all the hallmarks of an act of terrorism, we just don't know who's behind it.",Michael McCaul,McCaul,R,R-partisan,R-policy
1152,partisan,policy,From: Marsha Blackburn (Representative from Tennessee),More bad Obamacare news- http://t.co/eNxyAFbRde,Marsha Blackburn,Blackburn,R,R-partisan,R-policy
1153,neutral,support,From: Patty Murray (Senator from Washington),#GetCovered MT @WAplanfinder: Jessica in #Spokane has gone 2yrs w/o her meds &amp; but is now enrolled via @WAplanfinder http://t.co/3tKUWdkLU5,Patty Murray,Murray,D,D-neutral,D-support
1154,partisan,information,From: Jeff Fortenberry (Representative from Nebraska),"Regrettably, the House failed to approve its proposal for a new #FarmBill. Frankly, I was shocked by the outcome. http://t.co/6wSv6Dek9A",Jeff Fortenberry,Fortenberry,R,R-partisan,R-information
1155,neutral,mobilization,From: Robert Wittman (Representative from Virginia),.@PSCSpeaks Thanks for folks' participation in this event. We will continue to do more on this front.,Robert Wittman,Wittman,R,R-neutral,R-mobilization
1157,neutral,information,From: Bill Huizenga (Representative from Michigan),"Tim Howard, @USSoccer played a strong half.  Need to make sure we take advantage of quality looks on offense.  #TeamUSA  #Ibelieve #USMNT",Bill Huizenga,Huizenga,R,R-neutral,R-information
1161,partisan,personal,From: Eric Swalwell (Representative from California),"Sorry, @inspectorlawyer, death threats don't scare me. Get plenty of those. The keystroke is mightier than the sword.",Eric Swalwell,Swalwell,D,D-partisan,D-personal
1163,partisan,personal,From: John Garamendi (Representative from California),"RT @AllDailyRepNews: Garamendi backs bills on flood rules, insurance rates http://t.co/AqGT69dw5F",John Garamendi,Garamendi,D,D-partisan,D-personal
1164,neutral,policy,From: John Boehner (Representative from Ohio),"RT @SenJohnThune: Applaud House passage of bill to approve #KeystoneXL. President has blocked the project &amp; its 20,000 #jobs for 1,706 days.",John Boehner,Boehner,R,R-neutral,R-policy
1165,neutral,personal,From: Dennis Ross (Representative from Florida),May we all take time to reflect on our blessings and spend time with friends and family these next few days. Merry Christmas.,Dennis Ross,Ross,R,R-neutral,R-personal
1166,partisan,attack,From: Richard Burr (Senator from North Carolina),#Obamacare to insure 2 million fewer than previously estimated according to CBO: http://t.co/2dxMteFOm5 #trainwreck #brokenpromises,Richard Burr,Burr,R,R-partisan,R-attack
1167,neutral,information,From: John Cornyn (Senator from Texas),Update: Las Vegas man vandalizes El Paso billboards - KFOX - El Paso Top Stories: http://t.co/vNuS12N79k,John Cornyn,Cornyn,R,R-neutral,R-information
1168,partisan,mobilization,From: Al Franken (Senator from Minnesota),Our operations on the ground don't come free. Help keep this campaign firing on all cylinders: http://t.co/ARBpZ8YcF4,Al Franken,Franken,D,D-partisan,D-mobilization
1169,neutral,support,From: Mitch McConnell (Senator from Kentucky),"McConnell: ""My constituents in #Kentucky will not accept a tax hike in place of spending cuts already agreed to by both parties."" #Sequester",Mitch McConnell,McConnell,R,R-neutral,R-support
1170,neutral,other,From: Cory Booker (Senator from New Jersey),"Thanks, I'm proud of Srtanford. Congrats though to all the Michigan St. fans RT @MichaelPacholek Tough loss but good season for Stanford.",Cory Booker,Booker,D,D-neutral,D-other
1171,neutral,information,From: Nancy Pelosi (Representative from California),The right to vote is a cornerstone of democracy. Reaffirm your right by making sure youÛªre registered: http://t.co/WwRICC5HlZ #CelebrateNVRD,Nancy Pelosi,Pelosi,D,D-neutral,D-information
1172,neutral,information,From: Steve Israel (Representative from New York),Every day researchers are getting closer to finding treatments and a cure for #Alzheimers Great job by @Harvard   http://t.co/35Zt2nX5AE,Steve Israel,Israel,D,D-neutral,D-information
1173,neutral,personal,From: Steve Pearce (Representative from New Mexico),The 20th is Western Caucus day. Proud to lead a Caucus that's been fighting for the #West for 20 years! Follow them @westerncaucus.,Steve Pearce,Pearce,R,R-neutral,R-personal
1174,partisan,support,From: JosÌ© Serrano (Representative from New York),Excited for @BarackObamaÛ÷s #MyBrothersKeeper initiative- important effort to expand opportunity for young men of color throughout nation,JosÌ© Serrano,Serrano,D,D-partisan,D-support
1175,neutral,policy,From: Jim Langevin (Representative from Rhode Island),"ICYMI I was on @msnbc with @tjholmes on Saturday, talking about the situation in Iraq http://t.co/aP198VweCX",Jim Langevin,Langevin,D,D-neutral,D-policy
1177,partisan,support,From: Marco Rubio (Senator from Florida),Not One More Cent should be spent on #ObamaCare.  Sign the petition if you agree -Û_ http://t.co/09ukxEjDvT,Marco Rubio,Rubio,R,R-partisan,R-support
1178,neutral,information,From: Jackie Walorski (Representative from Indiana),Today we remember those brave individuals who lost their lives in the attack on #PearlHarbor http://t.co/tOGmj4nqvL,Jackie Walorski,Walorski,R,R-neutral,R-information
1179,partisan,policy,From: Lucille Roybal-Allard (Representative from California),Last #Congress I introduced a bill to address teen pregnancy w/ @SenatorBoxer http://t.co/toFz4tFmOp #latinachat,Lucille Roybal-Allard,Roybal-Allard,D,D-partisan,D-policy
1180,neutral,information,From: Mark Takano (Representative from California),"If it wasnÛªt for the commitment of unions, we would not have a min. wage, a 40/hr workweek or workplace safety standards. #HappyLaborDay",Mark Takano,Takano,D,D-neutral,D-information
1182,neutral,information,From: Ed Perlmutter (Representative from Colorado),"Congrats to PharmaJet, a #Colorado company, on the @US_FDA approval of itÛªs need-free injectors
http://t.co/1SQinegT7K",Ed Perlmutter,Perlmutter,D,D-neutral,D-information
1183,neutral,information,From: Bill Huizenga (Representative from Michigan),".@MLive - Huizenga invokes Bill Clinton, MLK in inaugural statement http://t.co/eXF81IhC",Bill Huizenga,Huizenga,R,R-neutral,R-information
1184,neutral,information,From: Michael Turner (Representative from Ohio),"RT @rmazetns: #HASC NDAA includes provision requiring services to have body armor specially designed for women, sez @RepMikeTurner",Michael Turner,Turner,R,R-neutral,R-information
1185,neutral,support,From: Ted Cruz (Senator from Texas),Hard to hide responsibility for #HarryReidsShutdown if Senate rejects House passed bill to to open national parks https://t.co/78Dw9YGU1q,Ted Cruz,Cruz,R,R-neutral,R-support
1186,neutral,personal,From: Dave Joyce (Representative from Ohio),Congrats to @SolonSchools' scholarship recipients -- my staff presented them with proclamations at today's @SolonChamberOH lunch. #OH14,Dave Joyce,Joyce,R,R-neutral,R-personal
1187,partisan,policy,From: Jerrold Nadler (Representative from New York),Indeed. MT @RepMaloney: New 9/11 study: 15% higher cancer rate for 1st responders -- why #Zadroga Act is necessary. http://t.co/1mM8dHu7SN,Jerrold Nadler,Nadler,D,D-partisan,D-policy
1188,partisan,policy,From: Frank Pallone (Representative from New Jersey),Introduced @SenatorMenendez at his community forum on US policy in India feat. Asst. Sec. of State Nisha Disai Biswal http://t.co/xCXHpEtfDE,Frank Pallone,Pallone,D,D-partisan,D-policy
1189,neutral,personal,From: Shelley Capito (Representative from West Virginia),"Jody Walters and her son, Kaden Perrin, visited me today to talk about dyslexia education and screening. @DDWV12 http://t.co/3Of68vLXhc",Shelley Capito,Capito,R,R-neutral,R-personal
1191,neutral,personal,From: Sheldon Whitehouse (Senator from Rhode Island),"Deeply saddened to learn of my friend @FrankLautenberg's passing. Frank, a WWII Veteran, was truly a fighter &amp; I was proud to work with him.",Sheldon Whitehouse,Whitehouse,D,D-neutral,D-personal
1192,neutral,support,From: Terri Sewell (Representative from Alabama),I had a great meeting with a group of DC interns from the University of Alabama today! http://t.co/QyL6fsKYqv,Terri Sewell,Sewell,D,D-neutral,D-support
1193,neutral,information,From: Louie Gohmert (Representative from Texas),RT @Reuters: U.S. nurse who had Ebola is virus free: health officials http://t.co/749zco3eti,Louie Gohmert,Gohmert,R,R-neutral,R-information
1194,neutral,policy,From: Brian Higgins (Representative from New York),@theCnSunion I couldnÛªt agree more. We are starting to see progress but I fully support a new bridge.,Brian Higgins,Higgins,D,D-neutral,D-policy
1195,partisan,attack,From: Diane Black (Representative from Tennessee),#SpendingIsTheProblem: EPA has given $100 million+ in grants to foreign countries over the last 10 yrs http://t.co/vGfPRgdOiM #CutWaste,Diane Black,Black,R,R-partisan,R-attack
1197,neutral,policy,From: Ted Yoho (Representative from Florida),I join the rest of the world in offering my condolences to the family of Nelson Mandela. The world was a better place for having him in it.,Ted Yoho,Yoho,R,R-neutral,R-policy
1198,partisan,support,From: Jan Schakowsky (Representative from Illinois),My statement on the Senate passing #RenewUI. I urge @SpeakerBoehner to bring this bipartisan bill to a vote this week http://t.co/FUybvhRZJ4,Jan Schakowsky,Schakowsky,D,D-partisan,D-support
1199,partisan,information,From: Lloyd Doggett (Representative from Texas),"Today I voted for sunsetting 2001 Authorization or Use of Military Force (AMUF), but rejected by vote of 191-233",Lloyd Doggett,Doggett,D,D-partisan,D-information
1202,neutral,mobilization,From: Frank Pallone (Representative from New Jersey),"Hazlet Business Owners Association sponsoring food drive in #Keansburg, #NJ through 2/28 - to help call 732.888.8118",Frank Pallone,Pallone,D,D-neutral,D-mobilization
1203,neutral,personal,From: John Thune (Senator from South Dakota),Enjoyed meeting w/ the @CloseUp_DC group from Brandon Valley today. http://t.co/GX3s70NoH0,John Thune,Thune,R,R-neutral,R-personal
1204,neutral,media,From: Erik Paulsen (Representative from Minnesota),VIDEO: My remarks during today's Ways&amp;Means Oversight hearing re: #Taxes &amp; #HealthcareLaw http://t.co/eZq8pPuTqI @WaysandMeansGOP,Erik Paulsen,Paulsen,R,R-neutral,R-media
1205,neutral,information,From: Tim Walberg (Representative from Michigan),"""U.S. Archivist Tells Oversight Committee The IRS ÛÏDid Not Follow The LawÛ @BuzzFeed http://t.co/u7158Up1pP #pjnet",Tim Walberg,Walberg,R,R-neutral,R-information
1207,neutral,support,From: Kyrsten Sinema (Representative from Arizona),Wishing Ginny Hildebrand from @AAFB the best in retirement and grateful for her 28 years of service.,Kyrsten Sinema,Sinema,D,D-neutral,D-support
1208,neutral,other,From: Michael Bennet (Senator from Colorado),".@PattyMurray Unfortunately for RSherman_25, there are no 'sorry receivers' on the @Broncos. #sb48 #sorrynotsorry",Michael Bennet,Bennet,D,D-neutral,D-other
1209,neutral,personal,From: Scott Perry (Representative from Pennsylvania),"Happy Birthday, President John Adams. America's first Vice President, second President and a true patriot. http://t.co/LYbA6Ouwx7",Scott Perry,Perry,R,R-neutral,R-personal
1210,neutral,personal,From: Cory Booker (Senator from New Jersey),@pautrat_cecilia Call my office tomorrow and see if we can be helpful: 973 639 8700,Cory Booker,Booker,D,D-neutral,D-personal
1211,neutral,information,From: Michael Fitzpatrick (Representative from Pennsylvania),"(AP)  South Africa's president says Nelson Mandela has died at age 95. Jacob Zuma says ""we've lost our greatest son.""",Michael Fitzpatrick,Fitzpatrick,R,R-neutral,R-information
1212,neutral,support,From: John Thune (Senator from South Dakota),I applaud the @FCC for its on-going efforts to investigate &amp; resolve long distance call failures in rural areas. http://t.co/0D4v6V3OVX,John Thune,Thune,R,R-neutral,R-support
1213,neutral,support,From: K. Conaway (Representative from Texas),"#GeorgeHWBush Leadership and commitment to public service
http://t.co/FgVMlcn4L8",K. Conaway,Conaway,R,R-neutral,R-support
1214,neutral,information,From: Heidi Heitkamp (Senator from North Dakota),".@MikkiJenson b/c if Syria uses CW w/o any response from intÛªl community, what would prevent Iran or North Korea from the same? #AskHeidiH",Heidi Heitkamp,Heitkamp,D,D-neutral,D-information
1217,neutral,mobilization,From: Paul Tonko (Representative from New York),"Spent my career working to #StregthenMH. Now is the time for compromise. Not for thoughtless, divisive attacks http://t.co/9VmU09iswE",Paul Tonko,Tonko,D,D-neutral,D-mobilization
1218,neutral,policy,From: Kenny Marchant (Representative from Texas),My statement on today's jobs report: http://t.co/Qpy09G3zoZ,Kenny Marchant,Marchant,R,R-neutral,R-policy
1219,neutral,personal,From: Scott DesJarlais (Representative from Tennessee),"It was a honor to be there, thanks for having me RT @copeland_ted: @DesJarlaisTN04 thanks for coming to NGAT",Scott DesJarlais,DesJarlais,R,R-neutral,R-personal
1220,neutral,support,From: Ileana Ros-Lehtinen (Representative from Florida),Take a look at my press releases this week: #FIU #Israel #FPL #OrganAndTissueDonation #Cuba #FreedomFighters http://t.co/HX1TuzbD3d,Ileana Ros-Lehtinen,Ros-Lehtinen,R,R-neutral,R-support
1221,partisan,media,From: Jim Jordan (Representative from Ohio),"Check out my latest interview with @gretawire on #IRSscandal, Lois Lerner's BlackBerry http://t.co/kJ7YddkElR @FoxNews #tcot",Jim Jordan,Jordan,R,R-partisan,R-media
1222,neutral,information,From: Janice Hahn (Representative from California),RT @rosadelauro: Great to be with so many strong women talking about how the affordable care act is helping millions http://t.co/jfcfEYC5CO,Janice Hahn,Hahn,D,D-neutral,D-information
1223,partisan,policy,From: Paul Gosar (Representative from Arizona),Cut funds appropriated for USDA's wasteful and inefficient CFO and redirected to the efficient Inspector General. http://t.co/6g5IeW6FVl,Paul Gosar,Gosar,R,R-partisan,R-policy
1224,neutral,policy,From: Richard Durbin (Senator from Illinois),My first visit to Broadview greatly informed my understanding of the pain caused by #deportations. IÛªm glad Sec. Johnson saw it for himself.,Richard Durbin,Durbin,D,D-neutral,D-policy
1226,neutral,information,From: Erik Paulsen (Representative from Minnesota),"Also, happy 239th birthday to the @USArmy and all who have served!",Erik Paulsen,Paulsen,R,R-neutral,R-information
